SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
L0482,2719468.0,2719468.0,"Tlso, triplanar control, one piece rigid plastic shell with interface liner, multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to sternal n...",HCPCS,L0482,S,15
L0859,2719513.0,2719513.0,"Addition to halo procedure, magnetic resonance image compatible systems, rings and pins, any material",HCPCS,L0859,S,15
E0112,2616480.0,2616480.0,"Crutches underarm, wood, adjustable or fixed, pair, with pads, tips and handgrips",HCPCS,E0112,S,15
L1851,1314556.0,1314556.0,"Knee orthosis (ko), single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",HCPCS,L1851,S,15
L3080,2719749.0,2719749.0,"Foot, arch support, non-removable attached to shoe, metatarsal, each",HCPCS,L3080,S,15
L6250,2720181.0,2720181.0,"Above elbow, molded double wall socket, internal locking elbow, forearm",HCPCS,L6250,S,15
L8400,2720417.0,2720417.0,"Prosthetic sheath, below knee, each",HCPCS,L8400,S,15
E0191,2616533.0,2616533.0,"Heel or elbow protector, each",HCPCS,E0191,S,15
705923009,45768091.0,45768091.0,Cardiac catheter,SNOMED,705923009,S,15
L5100,2719976.0,2719976.0,"Below knee, molded socket, shin, sach foot",HCPCS,L5100,S,15
467859003,45761635.0,45761635.0,Catheter injection port,SNOMED,467859003,S,14
V2512,2721860.0,2721860.0,"Contact lens, gas permeable, bifocal, per lens",HCPCS,V2512,S,14
B4081,2615434.0,2615434.0,Nasogastric tubing with stylet,HCPCS,B4081,S,14
L5814,2720118.0,2720118.0,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase control, mechanical stance phase lock",HCPCS,L5814,S,14
L6881,2720308.0,2720308.0,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device",HCPCS,L6881,S,14
L3003,2719740.0,2719740.0,"Foot, insert, removable, molded to patient model, silicone gel, each",HCPCS,L3003,S,14
L2492,2719697.0,2719697.0,"Addition to knee joint, lift loop for drop lock ring",HCPCS,L2492,S,14
A4629,2614939.0,2614939.0,Tracheostomy care kit for established tracheostomy,HCPCS,A4629,S,14
309822004,4146948.0,4146948.0,Flexible sigmoidoscope,SNOMED,309822004,S,13
L5668,2720063.0,2720063.0,"Addition to lower extremity, below knee, molded distal cushion",HCPCS,L5668,S,13
L3000,2719737.0,2719737.0,"Foot, insert, removable, molded to patient model, 'ucb' type, berkeley shell, each",HCPCS,L3000,S,13
L0450,2719452.0,2719452.0,"Tlso, flexible, provides trunk support, upper thoracic region, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s), includes shoulder straps and closures, prefabricated, off-the-shelf",HCPCS,L0450,S,13
L2350,2719682.0,2719682.0,"Addition to lower extremity, prosthetic type, (bk) socket, molded to patient model, (used for 'ptb' 'afo' orthoses)",HCPCS,L2350,S,13
L7007,2720331.0,2720331.0,"Electric hand, switch or myoelectric controlled, adult",HCPCS,L7007,S,12
L4002,2719942.0,2719942.0,"Replacement strap, any orthosis, includes all components, any length, any type",HCPCS,L4002,S,12
E0860,2616764.0,2616764.0,"Traction equipment, overdoor, cervical",HCPCS,E0860,S,12
L3225,2719777.0,2719777.0,"Orthopedic footwear, man's shoe, oxford, used as an integral part of a brace (orthosis)",HCPCS,L3225,S,12
A9589,953299.0,953299.0,"Instillation, hexaminolevulinate hydrochloride, 100 mg",HCPCS,A9589,S,12
L6672,2720235.0,2720235.0,"Upper extremity addition, harness, chest or shoulder, saddle type",HCPCS,L6672,S,12
470413006,45763322.0,45763322.0,Gastric band,SNOMED,470413006,S,12
L7367,2720358.0,2720358.0,"Lithium ion battery, rechargeable, replacement",HCPCS,L7367,S,12
129248005,4044510.0,4044510.0,Core biopsy needle,SNOMED,129248005,S,12
L1850,2719600.0,2719600.0,"Knee orthosis, swedish type, prefabricated, off-the-shelf",HCPCS,L1850,S,12
79051006,4194526.0,4107129.0,Vena cava filter,SNOMED,257409000,S,12
A6206,2615106.0,2615106.0,"Contact layer, sterile, 16 sq. in. or less, each dressing",HCPCS,A6206,S,12
A6568,1552574.0,1552574.0,"Gradient compression garment, torso and shoulder, each",HCPCS,A6568,S,12
A6594,1552592.0,1552592.0,"Gradient compression bandaging supply, bandage liner, lower extremity, any size or length, each",HCPCS,A6594,S,12
A8001,2615296.0,2615296.0,"Helmet, protective, hard, prefabricated, includes all components and accessories",HCPCS,A8001,S,12
705637003,45772824.0,45772824.0,Drug-eluting coronary artery stent,SNOMED,705637003,S,12
L3230,2719778.0,2719778.0,"Orthopedic footwear, custom shoe, depth inlay, each",HCPCS,L3230,S,11
86174004,4313302.0,4313302.0,Laparoscope,SNOMED,86174004,S,11
L2385,2719687.0,2719687.0,"Addition to lower extremity, straight knee joint, heavy duty, each joint",HCPCS,L2385,S,11
A4263,2614727.0,2614727.0,"Permanent, long term, non-dissolvable lacrimal duct implant, each",HCPCS,A4263,S,11
L0626,2719493.0,2719493.0,"Lumbar orthosis, sagittal control, with rigid posterior panel(s), posterior extends from l-1 to below l-5 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include padding, stays, shoul...",HCPCS,L0626,S,11
L5654,2720051.0,2720051.0,"Addition to lower extremity, socket insert, symes, (kemblo, pelite, aliplast, plastazote or equal)",HCPCS,L5654,S,10
79834000,4197219.0,4179206.0,Central venous catheter,SNOMED,52124006,S,10
A9538,2615359.0,2615359.0,"Technetium tc-99m pyrophosphate, diagnostic, per study dose, up to 25 millicuries",HCPCS,A9538,S,10
L3650,2719829.0,2719829.0,"Shoulder orthosis, figure of eight design abduction restrainer, prefabricated, off-the-shelf",HCPCS,L3650,S,10
V2500,2721854.0,2721854.0,"Contact lens, pmma, spherical, per lens",HCPCS,V2500,S,10
L0220,2719431.0,2719431.0,"Thoracic, rib belt, custom fabricated",HCPCS,L0220,S,10
A6248,2615145.0,2615145.0,"Hydrogel dressing, wound filler, gel, per fluid ounce",HCPCS,A6248,S,10
L2186,2719660.0,2719660.0,"Addition to lower extremity fracture orthosis, adjustable motion knee joint, lerman type",HCPCS,L2186,S,10
A9580,2615398.0,2615398.0,"Sodium fluoride f-18, diagnostic, per study dose, up to 30 millicuries",HCPCS,A9580,S,10
C1787,2615797.0,2615797.0,"Patient programmer, neurostimulator",HCPCS,C1787,S,10
L2128,2719653.0,2719653.0,"Knee ankle foot orthosis, fracture orthosis, femoral fracture cast orthosis, custom fabricated",HCPCS,L2128,S,10
L3334,2719793.0,2719793.0,"Lift, elevation, heel, per inch",HCPCS,L3334,S,9
L2182,2719658.0,2719658.0,"Addition to lower extremity fracture orthosis, drop lock knee joint",HCPCS,L2182,S,9
360123005,4234567.0,4234567.0,Biliary stent,SNOMED,360123005,S,9
L5695,2720086.0,2720086.0,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each",HCPCS,L5695,S,9
14548009,4031668.0,4031668.0,Harrington rod,SNOMED,14548009,S,9
L0976,2719526.0,2719526.0,"Lso, full corset",HCPCS,L0976,S,9
L8000,2720378.0,2720378.0,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",HCPCS,L8000,S,9
L3222,2719774.0,2719774.0,"Orthopedic footwear, mens shoe, hightop, depth inlay, each",HCPCS,L3222,S,9
L6884,2720311.0,2720311.0,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power",HCPCS,L6884,S,9
A4637,2614947.0,2614947.0,"Replacement, tip, cane, crutch, walker, each.",HCPCS,A4637,S,9
L1499,2719562.0,2719562.0,"Spinal orthosis, not otherwise specified",HCPCS,L1499,S,8
L3660,2719832.0,2719832.0,"Shoulder orthosis, figure of eight design abduction restrainer, canvas and webbing, prefabricated, off-the-shelf",HCPCS,L3660,S,8
A9276,2615312.0,2615312.0,"Sensor; invasive (e.g., subcutaneous), disposable, for use with non-durable medical equipment interstitial continuous glucose monitoring system, one unit = 1 day supply",HCPCS,A9276,S,8
360042007,4232657.0,4232657.0,Vascular stent,SNOMED,360042007,S,8
L2624,2719712.0,2719712.0,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, extension, abduction control, each",HCPCS,L2624,S,8
L6704,2720257.0,2720257.0,"Terminal device, sport/recreational/work attachment, any material, any size",HCPCS,L6704,S,8
72506001,4217646.0,4217646.0,Implantable defibrillator,SNOMED,72506001,S,8
L2192,2719663.0,2719663.0,"Addition to lower extremity fracture orthosis, hip joint, pelvic band, thigh flange, and pelvic belt",HCPCS,L2192,S,8
L5973,40660167.0,40660167.0,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source",HCPCS,L5973,S,8
467245001,45761222.0,45761222.0,Cervical cerclage,SNOMED,467245001,S,8
L7009,2720333.0,2720333.0,"Electric hook, switch or myoelectric controlled, adult",HCPCS,L7009,S,8
L6684,2720241.0,2720241.0,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic",HCPCS,L6684,S,7
464887003,45759568.0,45759568.0,Mitral valve clip,SNOMED,464887003,S,7
A6217,2615117.0,2615117.0,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",HCPCS,A6217,S,7
L7402,2720362.0,2720362.0,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)",HCPCS,L7402,S,7
L6935,2720322.0,2720322.0,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",HCPCS,L6935,S,7
470571004,45763425.0,45763425.0,Gastrostomy tube,SNOMED,470571004,S,7
L1840,2719594.0,2719594.0,"Knee orthosis, derotation, medial-lateral, anterior cruciate ligament, custom fabricated",HCPCS,L1840,S,7
A6212,2615112.0,2615112.0,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",HCPCS,A6212,S,7
L6621,2720211.0,2720211.0,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device",HCPCS,L6621,S,7
L7259,45890811.0,45890811.0,"Electronic wrist rotator, any type",HCPCS,L7259,S,7
L6676,2720237.0,2720237.0,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design",HCPCS,L6676,S,7
25062003,4095054.0,4095054.0,Feeding tube,SNOMED,25062003,S,7
L2810,2719730.0,2719730.0,"Addition to lower extremity orthosis, knee control, condylar pad",HCPCS,L2810,S,7
L5010,2719972.0,2719972.0,"Partial foot, molded socket, ankle height, with toe filler",HCPCS,L5010,S,7
L7405,2720365.0,2720365.0,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material",HCPCS,L7405,S,7
L5312,40664738.0,40664738.0,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon, sach foot, endoskeletal system",HCPCS,L5312,S,7
A4266,2614729.0,2614729.0,Diaphragm for contraceptive use,HCPCS,A4266,S,7
L2180,2719657.0,2719657.0,"Addition to lower extremity fracture orthosis, plastic shoe insert with ankle joints",HCPCS,L2180,S,7
A6587,1552588.0,1552588.0,"Gradient pressure wrap with adjustable straps, foot, each",HCPCS,A6587,S,7
L6620,2720210.0,2720210.0,"Upper extremity addition, flexion/extension wrist unit, with or without friction",HCPCS,L6620,S,7
L6805,2720286.0,2720286.0,"Addition to terminal device, modifier wrist unit",HCPCS,L6805,S,7
A6449,2615192.0,2615192.0,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",HCPCS,A6449,S,7
E0113,2616481.0,2616481.0,"Crutch underarm, wood, adjustable or fixed, each, with pad, tip and handgrip",HCPCS,E0113,S,7
L3219,2719772.0,2719772.0,"Orthopedic footwear, mens shoe, oxford, each",HCPCS,L3219,S,7
L6703,2720256.0,2720256.0,"Terminal device, passive hand/mitt, any material, any size",HCPCS,L6703,S,6
53996008,4205127.0,4205127.0,Penile prosthesis,SNOMED,53996008,S,6
L5960,2720142.0,2720142.0,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)",HCPCS,L5960,S,6
118377000,4038662.0,4038662.0,Biopsy needle,SNOMED,118377000,S,6
L5643,2720040.0,2720040.0,"Addition to lower extremity, hip disarticulation, flexible inner socket, external frame",HCPCS,L5643,S,6
L0638,2719505.0,2719505.0,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid anterior and posterior frame/panels, posterior extends from sacrococcygeal junction to t-9 vertebra, lateral strength provided by rigid lateral frame/panels, produces intracavitary pressure t...",HCPCS,L0638,S,6
L5611,2720018.0,2720018.0,"Addition to lower extremity, endoskeletal system, above knee - knee disarticulation, 4 bar linkage, with friction swing phase control",HCPCS,L5611,S,6
L6880,2720307.0,2720307.0,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)",HCPCS,L6880,S,6
A9526,2615347.0,2615347.0,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",HCPCS,A9526,S,6
A6595,1552593.0,1552593.0,"Gradient compression bandaging supply, bandage liner, upper extremity, any size or length, each",HCPCS,A6595,S,6
313236002,4208975.0,4208975.0,Intraocular lens implant,SNOMED,313236002,S,6
L5653,2720050.0,2720050.0,"Addition to lower extremity, knee disarticulation, expandable wall socket",HCPCS,L5653,S,6
L2230,2719667.0,2719667.0,"Addition to lower extremity, split flat caliper stirrups and plate attachment",HCPCS,L2230,S,6
L8499,2720431.0,2720431.0,Unlisted procedure for miscellaneous prosthetic services,HCPCS,L8499,S,6
37311003,4290438.0,4290438.0,Stone retrieval basket,SNOMED,37311003,S,6
122456005,4046730.0,4046730.0,Laser device,SNOMED,122456005,S,6
A4335,2614769.0,2614769.0,Incontinence supply; miscellaneous,HCPCS,A4335,S,6
L3720,2719843.0,2719843.0,"Elbow orthosis, double upright with forearm/arm cuffs, free motion, custom fabricated",HCPCS,L3720,S,6
L3675,2719837.0,2719837.0,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, off-the-shelf",HCPCS,L3675,S,6
L7700,937587.0,937587.0,"Gasket or seal, for use with prosthetic socket insert, any type, each",HCPCS,L7700,S,6
L6110,2720176.0,2720176.0,"Below elbow, molded socket, (muenster or northwestern suspension types)",HCPCS,L6110,S,6
404213007,4223318.0,4223318.0,Mesh,SNOMED,404213007,S,6
L1844,2719596.0,2719596.0,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, custom fabricated",HCPCS,L1844,S,5
77444004,4300178.0,4300178.0,Bone pin,SNOMED,77444004,S,5
118426006,4040918.0,4040918.0,Ommaya reservoir,SNOMED,118426006,S,5
L8330,2720416.0,2720416.0,"Truss, addition to standard pad, scrotal pad",HCPCS,L8330,S,5
310630001,4149480.0,4149480.0,Breast tissue expander,SNOMED,310630001,S,5
L1836,2719593.0,2719593.0,"Knee orthosis, rigid, without joint(s), includes soft interface material, prefabricated, off-the-shelf",HCPCS,L1836,S,5
L5930,2720139.0,2720139.0,"Addition, endoskeletal system, high activity knee control frame",HCPCS,L5930,S,5
E0116,2616483.0,2616483.0,"Crutch, underarm, other than wood, adjustable or fixed, with pad, tip, handgrip, with or without shock absorber, each",HCPCS,E0116,S,5
446477000,40487896.0,40487896.0,Tenckhoff catheter,SNOMED,446477000,S,5
286557007,4116120.0,4116120.0,Inflatable penile prosthesis,SNOMED,286557007,S,5
XW14325,1781312.0,1781312.0,"Transfusion of Convalescent Plasma (Nonautologous) into Central Vein, Percutaneous Approach, New Technology Group 5",ICD10PCS,XW14325,S,5
A6213,2615113.0,2615113.0,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",HCPCS,A6213,S,5
L7364,2720356.0,2720356.0,"Twelve volt battery, each",HCPCS,L7364,S,5
260667007,4124754.0,4124754.0,Graft,SNOMED,260667007,S,5
468312002,45761940.0,45761940.0,Drug-eluting contraceptive implant,SNOMED,468312002,S,5
L6200,2720179.0,2720179.0,"Elbow disarticulation, molded socket, outside locking hinge, forearm",HCPCS,L6200,S,5
A7041,2615271.0,2615271.0,Water seal drainage container and tubing for use with implanted chest tube,HCPCS,A7041,S,5
L1300,2719560.0,2719560.0,"Other scoliosis procedure, body jacket molded to patient model",HCPCS,L1300,S,5
L2785,2719727.0,2719727.0,"Addition to lower extremity orthosis, drop lock retainer, each",HCPCS,L2785,S,5
A6450,2615193.0,2615193.0,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard",HCPCS,A6450,S,5
L5670,2720065.0,2720065.0,"Addition to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)",HCPCS,L5670,S,5
E0855,2616762.0,2616762.0,Cervical traction equipment not requiring additional stand or frame,HCPCS,E0855,S,5
L2116,2719649.0,2719649.0,"Ankle foot orthosis, fracture orthosis, tibial fracture orthosis, rigid, prefabricated, includes fitting and adjustment",HCPCS,L2116,S,5
C1751,2615762.0,2615762.0,"Catheter, infusion, inserted peripherally, centrally or midline (other than hemodialysis)",HCPCS,C1751,S,5
L3995,2719939.0,2719939.0,"Addition to upper extremity orthosis, sock, fracture or equal, each",HCPCS,L3995,S,5
L6690,2720246.0,2720246.0,"Upper extremity addition, frame type socket, interscapular-thoracic",HCPCS,L6690,S,5
467582009,45761448.0,45761448.0,Cervical cone knife,SNOMED,467582009,S,5
L4110,2719955.0,2719955.0,"Replace leather cuff kafo-afo, calf or distal thigh",HCPCS,L4110,S,5
L8300,2720413.0,2720413.0,"Truss, single with standard pad",HCPCS,L8300,S,5
L3915,2719883.0,2719883.0,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an in...",HCPCS,L3915,S,4
84610002,4224802.0,4224802.0,Implantable dental prosthesis,SNOMED,84610002,S,4
44668000,4260370.0,4260370.0,Pump,SNOMED,44668000,S,4
705638008,45767942.0,45767942.0,Peripheral artery stent,SNOMED,705638008,S,4
A7525,2615291.0,2615291.0,"Tracheostomy mask, each",HCPCS,A7525,S,4
A6211,2615111.0,2615111.0,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",HCPCS,A6211,S,4
L6630,2720217.0,2720217.0,"Upper extremity addition, stainless steel, any wrist",HCPCS,L6630,S,4
A6593,1552591.0,1552591.0,"Accessory for gradient compression garment or wrap with adjustable straps, not-otherwise specified",HCPCS,A6593,S,4
257353006,4121535.0,4121535.0,Ventriculopleural shunt,SNOMED,257353006,S,4
L2387,2719688.0,2719688.0,"Addition to lower extremity, polycentric knee joint, for custom fabricated knee ankle foot orthosis, each joint",HCPCS,L2387,S,4
C1897,2615873.0,2615873.0,"Lead, neurostimulator test kit (implantable)",HCPCS,C1897,S,4
258595001,4119535.0,4119535.0,Ventriculoatrial shunt,SNOMED,258595001,S,4
261680000,4129133.0,4129133.0,Artificial urinary sphincter,SNOMED,261680000,S,4
286576009,4113333.0,4113333.0,Urethral stent,SNOMED,286576009,S,4
44959004,4259287.0,4259287.0,Angioplasty balloon catheter,SNOMED,44959004,S,4
S8450,2721406.0,2721406.0,"Splint, prefabricated, digit (specify digit by use of modifier)",HCPCS,S8450,S,4
L2760,2719723.0,2719723.0,"Addition to lower extremity orthosis, extension, per extension, per bar (for lineal adjustment for growth)",HCPCS,L2760,S,4
360091001,4230998.0,4230998.0,Neurostimulator electrode,SNOMED,360091001,S,4
L6650,2720230.0,2720230.0,"Upper extremity addition, shoulder universal joint, each",HCPCS,L6650,S,4
L3250,2719779.0,2719779.0,"Orthopedic footwear, custom molded shoe, removable inner mold, prosthetic shoe, each",HCPCS,L3250,S,4
L2800,2719729.0,2719729.0,"Addition to lower extremity orthosis, knee control, knee cap, medial or lateral pull, for use with custom fabricated orthosis only",HCPCS,L2800,S,4
L6721,2720270.0,2720270.0,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined",HCPCS,L6721,S,4
19923001,4060422.0,4060422.0,Catheter,SNOMED,19923001,S,4
102314001,4008016.0,4008016.0,Embolization coil,SNOMED,102314001,S,4
L3911,2719879.0,2719879.0,"WRIST HAND FINGER ORTHOSIS, ELASTIC, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT (E.G. NEOPRENE, LYCRA) (Deprecated)",HCPCS,L3911,S,4
L6611,2720207.0,2720207.0,"Addition to upper extremity prosthesis, external powered, additional switch, any type",HCPCS,L6611,S,4
257220003,4106960.0,4106960.0,Hysteroscope,SNOMED,257220003,S,4
L6632,2720218.0,2720218.0,"Upper extremity addition, latex suspension sleeve, each",HCPCS,L6632,S,4
C1767,2615777.0,2615777.0,"Generator, neurostimulator (implantable), non-rechargeable",HCPCS,C1767,S,4
A7523,2615289.0,2615289.0,"Tracheostomy shower protector, each",HCPCS,A7523,S,4
L1240,2719554.0,2719554.0,"Addition to tlso, (low profile), lumbar derotation pad",HCPCS,L1240,S,4
256683004,4105678.0,4105678.0,Flap,SNOMED,256683004,S,4
430033006,4331086.0,4331086.0,Infusion pump,SNOMED,430033006,S,4
706004007,45772840.0,45772840.0,Implantable cardiac pacemaker,SNOMED,706004007,S,4
310362005,4150246.0,4150246.0,Angioplasty catheter,SNOMED,310362005,S,4
L2622,2719711.0,2719711.0,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, each",HCPCS,L2622,S,4
L8600,2720443.0,2720443.0,"Implantable breast prosthesis, silicone or equal",HCPCS,L8600,S,4
90412006,4233512.0,4233512.0,Colonoscope,SNOMED,90412006,S,4
A6582,1552583.0,1552583.0,"Gradient compression gauntlet, each",HCPCS,A6582,S,4
257356003,4107115.0,4122807.0,Peritoneovenous shunt,SNOMED,303593000,S,4
C1788,2615798.0,2615798.0,"Port, indwelling (implantable)",HCPCS,C1788,S,4
Q4110,2720802.0,2720802.0,"Primatrix, per square centimeter",HCPCS,Q4110,S,4
L6955,2720326.0,2720326.0,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",HCPCS,L6955,S,4
L2037,2719634.0,2719634.0,"Knee ankle foot orthosis, full plastic, single upright, with or without free motion knee, with or without free motion ankle, custom fabricated",HCPCS,L2037,S,4
337326003,4224367.0,4224367.0,Elastic band truss,SNOMED,337326003,S,4
L6689,2720245.0,2720245.0,"Upper extremity addition, frame type socket, shoulder disarticulation",HCPCS,L6689,S,3
303728004,4124377.0,4124377.0,Venous catheter,SNOMED,303728004,S,3
A6503,2615203.0,2615203.0,"Compression burn garment, facial hood, custom fabricated",HCPCS,A6503,S,3
C1813,2615820.0,2615820.0,"Prosthesis, penile, inflatable",HCPCS,C1813,S,3
L2030,2719630.0,2719630.0,"Knee ankle foot orthosis, double upright, free ankle, solid stirrup, thigh and calf bands/cuffs, (double bar 'ak' orthosis), without knee joint, custom fabricated",HCPCS,L2030,S,3
256737000,4115423.0,4105678.0,Flap,SNOMED,256683004,S,3
31030004,4150035.0,4150035.0,Peritoneal catheter,SNOMED,31030004,S,3
303500007,4117595.0,4117595.0,Auditory implant,SNOMED,303500007,S,3
713899009,37017597.0,37017597.0,Deep brain electrical stimulation system,SNOMED,713899009,S,3
705640003,45767943.0,45767943.0,Renal artery stent,SNOMED,705640003,S,3
24110008,4081566.0,4081566.0,Anoscope,SNOMED,24110008,S,3
Q4112,2720804.0,2720804.0,"Cymetra, injectable, 1 cc",HCPCS,Q4112,S,3
L2768,2719724.0,2719724.0,"Orthotic side bar disconnect device, per bar",HCPCS,L2768,S,3
L3710,2719842.0,2719842.0,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",HCPCS,L3710,S,3
L6570,2720197.0,2720197.0,"Interscapular thoracic, molded socket, endoskeletal system, including soft prosthetic tissue shaping",HCPCS,L6570,S,3
L5634,2720033.0,2720033.0,"Addition to lower extremity, symes type, posterior opening (canadian) socket",HCPCS,L5634,S,3
L2136,2719656.0,2719656.0,"Kafo, fracture orthosis, femoral fracture cast orthosis, rigid, prefabricated, includes fitting and adjustment",HCPCS,L2136,S,3
L7181,2720344.0,2720344.0,"Electronic elbow, microprocessor simultaneous control of elbow and terminal device",HCPCS,L7181,S,3
256777008,4104905.0,4104905.0,Omental flap,SNOMED,256777008,S,3
701606009,45764827.0,45764827.0,Irreversible electroporation system,SNOMED,701606009,S,3
L3740,2719845.0,2719845.0,"Elbow orthosis, double upright with forearm/arm cuffs, adjustable position lock with active control, custom fabricated",HCPCS,L3740,S,3
303779005,4124393.0,4124393.0,Balloon dilatation catheter,SNOMED,303779005,S,3
L1280,2719558.0,2719558.0,"Addition to tlso, (low profile), rib gusset (elastic), each",HCPCS,L1280,S,3
468993001,45762391.0,45762391.0,Dental implant system,SNOMED,468993001,S,3
L0640,2719507.0,2719507.0,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra, anterior extends from symphysis pubis to xyphoid, produces intracavitary pressure to reduce load on the intervert...",HCPCS,L0640,S,3
L5855,2720132.0,2720132.0,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension assist",HCPCS,L5855,S,3
A6585,1552586.0,1552586.0,"Gradient pressure wrap with adjustable straps, above knee, each",HCPCS,A6585,S,3
L6638,2720221.0,2720221.0,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow",HCPCS,L6638,S,3
23228005,4049103.0,4049103.0,Arthroscope,SNOMED,23228005,S,3
L6883,2720310.0,2720310.0,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power",HCPCS,L6883,S,3
L6628,2720215.0,2720215.0,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal",HCPCS,L6628,S,3
20613002,4048015.0,4048015.0,Cystoscope,SNOMED,20613002,S,3
303699009,4118292.0,4118292.0,Gastrointestinal tube,SNOMED,303699009,S,3
424921004,4173309.0,4173309.0,"Permanent cardiac pacemaker, device",SNOMED,424921004,S,3
116250002,4023557.0,4023557.0,Filter,SNOMED,116250002,S,3
464052002,45759034.0,45759034.0,Bare metal coronary artery stent,SNOMED,464052002,S,3
L7260,2720349.0,45890811.0,"Electronic wrist rotator, any type",HCPCS,L7259,S,3
L3600,2719823.0,2719823.0,"Transfer of an orthosis from one shoe to another, caliper plate, existing",HCPCS,L3600,S,3
L0984,2719530.0,2719530.0,"Protective body sock, prefabricated, off-the-shelf, each",HCPCS,L0984,S,3
L6025,2720172.0,2720172.0,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device (Deprecated)",HCPCS,L6025,S,3
257218001,4106015.0,4106015.0,Flexible cystoscope,SNOMED,257218001,S,3
40388003,4223622.0,4223622.0,Implant,SNOMED,40388003,S,3
37270008,4290594.0,4290594.0,Endoscope,SNOMED,37270008,S,3
701096003,45773516.0,45773516.0,Flexible fiberoptic sigmoidoscope,SNOMED,701096003,S,3
L1005,2719535.0,2719535.0,"Tension based scoliosis orthosis and accessory pads, includes fitting and adjustment",HCPCS,L1005,S,3
L5331,2719994.0,2719994.0,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot",HCPCS,L5331,S,3
